2.8600e-05 -2.9338e-05 -1.0059e+00 -1.0059e+00
3.6770e-03 -3.5099e-03 -9.5359e-01 -9.5359e-01
7.3254e-03 -7.0079e-03 -9.6388e-01 -9.6383e-01
1.0974e-02 -1.0541e-02 -9.7284e-01 -9.7270e-01
1.4622e-02 -1.4105e-02 -9.8022e-01 -9.8000e-01
1.8271e-02 -1.7692e-02 -9.8636e-01 -9.8603e-01
2.1919e-02 -2.1301e-02 -9.9151e-01 -9.9108e-01
2.5567e-02 -2.4926e-02 -9.9588e-01 -9.9534e-01
2.9216e-02 -2.8567e-02 -9.9961e-01 -9.9897e-01
3.2864e-02 -3.2219e-02 -1.0028e+00 -1.0021e+00
3.6513e-02 -3.5883e-02 -1.0056e+00 -1.0047e+00
4.0161e-02 -3.9557e-02 -1.0080e+00 -1.0070e+00
4.3809e-02 -4.3238e-02 -1.0100e+00 -1.0090e+00
4.7458e-02 -4.6926e-02 -1.0118e+00 -1.0107e+00
5.1106e-02 -5.0621e-02 -1.0133e+00 -1.0121e+00
5.4755e-02 -5.4320e-02 -1.0146e+00 -1.0134e+00
5.8403e-02 -5.8024e-02 -1.0157e+00 -1.0144e+00
6.2051e-02 -6.1731e-02 -1.0166e+00 -1.0153e+00
6.5700e-02 -6.5442e-02 -1.0174e+00 -1.0160e+00
6.9348e-02 -6.9154e-02 -1.0180e+00 -1.0165e+00
7.2997e-02 -7.2869e-02 -1.0184e+00 -1.0169e+00
7.6645e-02 -7.6585e-02 -1.0187e+00 -1.0172e+00
8.0293e-02 -8.0302e-02 -1.0189e+00 -1.0174e+00
8.3942e-02 -8.4020e-02 -1.0190e+00 -1.0175e+00
8.7590e-02 -8.7738e-02 -1.0190e+00 -1.0175e+00
9.1238e-02 -9.1455e-02 -1.0189e+00 -1.0174e+00
9.4887e-02 -9.5173e-02 -1.0187e+00 -1.0172e+00
9.8535e-02 -9.8889e-02 -1.0184e+00 -1.0170e+00
1.0218e-01 -1.0260e-01 -1.0181e+00 -1.0166e+00
1.0583e-01 -1.0632e-01 -1.0176e+00 -1.0162e+00
1.0948e-01 -1.1003e-01 -1.0171e+00 -1.0158e+00
1.1313e-01 -1.1374e-01 -1.0165e+00 -1.0153e+00
1.1678e-01 -1.1745e-01 -1.0159e+00 -1.0147e+00
1.2043e-01 -1.2115e-01 -1.0151e+00 -1.0140e+00
1.2407e-01 -1.2485e-01 -1.0144e+00 -1.0134e+00
1.2772e-01 -1.2855e-01 -1.0135e+00 -1.0126e+00
1.3137e-01 -1.3225e-01 -1.0126e+00 -1.0118e+00
1.3502e-01 -1.3594e-01 -1.0117e+00 -1.0110e+00
1.3867e-01 -1.3963e-01 -1.0107e+00 -1.0101e+00
1.4232e-01 -1.4332e-01 -1.0096e+00 -1.0092e+00
1.4596e-01 -1.4700e-01 -1.0085e+00 -1.0083e+00
1.4961e-01 -1.5067e-01 -1.0073e+00 -1.0073e+00
1.5326e-01 -1.5435e-01 -1.0061e+00 -1.0063e+00
1.5691e-01 -1.5802e-01 -1.0048e+00 -1.0052e+00
